Daily Mean data	    supplied by UK-AIR on 06/09/2017
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"Billingham",,,,,,"Middlesbrough",,,,,,,,,,,,,,,,,,,,,,,,,,"Newcastle Centre",,,,,,,,,,,,,,,,,,,,,,,,,,"Redcar",,,,,,,,,,,,,,,,,,"Stockton-on-Tees Yarm",,,,,,,,,,"Sunderland",,,,"Sunderland Silksworth",,,,,,,,,,,,,,,,,
Date,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Cobalt",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2005-07-01,7,V ugm-3,20,V ugm-3,30,V ugm-3,55,V ugm-3,2,V ugm-3,15,V ugm-3,18,V ugm-3,No data,,3,V ugm-3,0.26,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,48,V ugm-3,11,V ugm-3,25,V ugm-3,42,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,49,V ugm-3,3,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,14,V ugm-3,0.26,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,54,V ugm-3,31,V ugm-3,113,V ugm-3,0.27,V mgm-3,28,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,56,V ugm-3,3,V ugm-3,8,V ugm-3,13,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-07-02,3,V ugm-3,16,V ugm-3,20,V ugm-3,39,V ugm-3,4,V ugm-3,23,V ugm-3,30,V ugm-3,No data,,7,V ugm-3,0.23,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,37,V ugm-3,11,V ugm-3,26,V ugm-3,42,V ugm-3,No data,,5,V ugm-3,0.11,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,42,V ugm-3,2,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,8,V ugm-3,0.28,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,42,V ugm-3,30,V ugm-3,93,V ugm-3,0.43,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,5,V ugm-3,41,V ugm-3,6,V ugm-3,22,V ugm-3,31,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-07-03,1,V ugm-3,9,V ugm-3,11,V ugm-3,66,V ugm-3,0,V ugm-3,4,V ugm-3,4,V ugm-3,No data,,3,V ugm-3,0.24,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,61,V ugm-3,4,V ugm-3,10,V ugm-3,16,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,56,V ugm-3,3,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,22,V ugm-3,0.29,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,19,V ugm-3,18,V ugm-3,47,V ugm-3,0.15,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,65,V ugm-3,2,V ugm-3,6,V ugm-3,9,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-07-04,31,V ugm-3,39,V ugm-3,86,V ugm-3,44,V ugm-3,5,V ugm-3,28,V ugm-3,35,V ugm-3,No data,,4,V ugm-3,0.37,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,43,V ugm-3,12,V ugm-3,32,V ugm-3,51,V ugm-3,No data,,5,V ugm-3,0.1,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,60,V ugm-3,1,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,6,V ugm-3,0.29,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,28,V ugm-3,30,V ugm-3,72,V ugm-3,0.21,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,53,V ugm-3,4,V ugm-3,19,V ugm-3,24,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-07-05,8,V ugm-3,21,V ugm-3,33,V ugm-3,36,V ugm-3,2,V ugm-3,17,V ugm-3,20,V ugm-3,No data,,3,V ugm-3,0.23,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,34,V ugm-3,12,V ugm-3,28,V ugm-3,46,V ugm-3,No data,,4,V ugm-3,0.1,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,31,V ugm-3,3,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,8,V ugm-3,0.28,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,67,V ugm-3,34,V ugm-3,136,V ugm-3,0.53,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,46,V ugm-3,4,V ugm-3,14,V ugm-3,20,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-07-06,27,V ugm-3,24,V ugm-3,66,V ugm-3,48,V ugm-3,3,V ugm-3,20,V ugm-3,24,V ugm-3,No data,,3,V ugm-3,0.18,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,42,V ugm-3,17,V ugm-3,30,V ugm-3,56,V ugm-3,No data,,4,V ugm-3,0.1,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,61,V ugm-3,2,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,5,V ugm-3,0.25,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,17,V ugm-3,17,V ugm-3,42,V ugm-3,0.14,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,55,V ugm-3,3,V ugm-3,14,V ugm-3,18,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-07-07,13,V ugm-3,19,V ugm-3,38,V ugm-3,61,V ugm-3,3,V ugm-3,24,V ugm-3,29,V ugm-3,No data,,4,V ugm-3,0.23,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,49,V ugm-3,21,V ugm-3,37,V ugm-3,69,V ugm-3,No data,,8,V ugm-3,0.1,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,77,V ugm-3,0,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,4,V ugm-3,0.27,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,50,V ugm-3,34,V ugm-3,110,V ugm-3,0.45,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,59,V ugm-3,3,V ugm-3,16,V ugm-3,20,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-07-08,12,V ugm-3,22,V ugm-3,40,V ugm-3,46,V ugm-3,4,V ugm-3,32,V ugm-3,38,V ugm-3,No data,,9,V ugm-3,0.35,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,41,V ugm-3,23,V ugm-3,39,V ugm-3,74,V ugm-3,No data,,9,V ugm-3,0.1,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,65,V ugm-3,1,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,4,V ugm-3,0.25,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,60,V ugm-3,39,V ugm-3,130,V ugm-3,0.26,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,53,V ugm-3,4,V ugm-3,16,V ugm-3,22,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-07-09,2,V ugm-3,14,V ugm-3,17,V ugm-3,59,V ugm-3,10,V ugm-3,48,V ugm-3,63,V ugm-3,No data,,41,V ugm-3,0.39,V mgm-3,61,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,43,V ugm-3,13,V ugm-3,50,V ugm-3,70,V ugm-3,No data,,10,V ugm-3,0.13,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,87,V ugm-3,1,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,19,V ugm-3,0.32,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,49,V ugm-3,57,V ugm-3,132,V ugm-3,0.57,V mgm-3,51,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,65,V ugm-3,5,V ugm-3,18,V ugm-3,25,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-07-10,4,V ugm-3,21,V ugm-3,28,V ugm-3,37,V ugm-3,6,V ugm-3,32,V ugm-3,40,V ugm-3,No data,,20,V ugm-3,0.56,V mgm-3,33,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,32,V ugm-3,7,V ugm-3,23,V ugm-3,33,V ugm-3,No data,,4,V ugm-3,0.1,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,52,V ugm-3,1,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,6,V ugm-3,0.35,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,30,V ugm-3,36,V ugm-3,81,V ugm-3,0.55,V mgm-3,40,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,42,V ugm-3,5,V ugm-3,16,V ugm-3,24,V ugm-3,No data,,No data,,No data,,No data,,No data
