,"Billingham",,,,,,"Middlesbrough",,,,,,,,,,,,,,,,,,,,,,,,,,"Newcastle Centre",,,,,,,,,,,,,,,,,,,,,,,,,,"Redcar",,,,,,,,,,,,,,,,,,"Stockton-on-Tees Yarm",,,,,,,,,,"Sunderland",,,,"Sunderland 8",,"Sunderland Silksworth",,,,,,,,,,,,,,,,,
Date,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Cobalt",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2007-08-21,12,V ugm-3,16,V ugm-3,34,V ugm-3,60,V ugm-3,2,V ugm-3,17,V ugm-3,20,V ugm-3,No data,,2,V ugm-3,0.31,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,46,V ugm-3,11,V ugm-3,19,V ugm-3,36,V ugm-3,No data,,4,V ugm-3,0.2,V mgm-3,17,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,26,V ugm-3,34,V ugm-3,74,V ugm-3,0.18,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,No data,,46,V ugm-3,2,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-22,8,V ugm-3,12,V ugm-3,24,V ugm-3,66,V ugm-3,1,V ugm-3,13,V ugm-3,15,V ugm-3,No data,,0,V ugm-3,0.19,V mgm-3,28,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,55,V ugm-3,10,V ugm-3,16,V ugm-3,30,V ugm-3,No data,,1,V ugm-3,0.1,V mgm-3,15,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,77,V ugm-3,0,V ugm-3,4,V ugm-3,5,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,31,V ugm-3 (INDIC.GRAV),No data,,17,V ugm-3,24,V ugm-3,51,V ugm-3,0.11,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,No data,,51,V ugm-3,2,V ugm-3,4,V ugm-3,7,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-23,14,V ugm-3,24,V ugm-3,46,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,35,V ugm-3,20,V ugm-3,28,V ugm-3,58,V ugm-3,No data,,8,V ugm-3,0.11,V mgm-3,12,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,64,V ugm-3,2,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,52,V ugm-3,48,V ugm-3,128,V ugm-3,0.2,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,No data,,40,V ugm-3,4,V ugm-3,9,V ugm-3,14,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-24,29,V ugm-3,36,V ugm-3,80,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,24,V ugm-3,22,V ugm-3,20,V ugm-3,54,V ugm-3,No data,,4,V ugm-3,0.2,V mgm-3,13,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,49,V ugm-3,1,V ugm-3,13,V ugm-3,15,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,67,V ugm-3,54,V ugm-3,156,V ugm-3,0.4,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,5,V ugm-3,No data,,22,V ugm-3,7,V ugm-3,15,V ugm-3,26,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-25,3,V ugm-3,8,V ugm-3,13,V ugm-3,35,V ugm-3,1,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,3,V ugm-3,0.23,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,30,V ugm-3,8,V ugm-3,12,V ugm-3,24,V ugm-3,No data,,2,V ugm-3,0.2,V mgm-3,7,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,31,V ugm-3,1,V ugm-3,12,V ugm-3,14,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,39,V ugm-3,26,V ugm-3,86,V ugm-3,0.18,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,26,V ugm-3,2,V ugm-3,4,V ugm-3,8,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-26,2,V ugm-3,5,V ugm-3,7,V ugm-3,47,V ugm-3,1,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,3,V ugm-3,0.2,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,43,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3,0.2,V mgm-3,8,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,45,V ugm-3,0,V ugm-3,12,V ugm-3,13,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,18,V ugm-3,20,V ugm-3,47,V ugm-3,0.14,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,No data,,36,V ugm-3,2,V ugm-3,6,V ugm-3,9,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-27,2,V ugm-3,8,V ugm-3,10,V ugm-3,45,V ugm-3,2,V ugm-3,10,V ugm-3,13,V ugm-3,No data,,6,V ugm-3,0.24,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,40,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3,0.1,V mgm-3,9,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,43,V ugm-3,1,V ugm-3,12,V ugm-3,14,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,13,V ugm-3,17,V ugm-3,37,V ugm-3,0.12,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,No data,,34,V ugm-3,2,V ugm-3,4,V ugm-3,7,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-28,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,39,V ugm-3,2,V ugm-3,17,V ugm-3,21,V ugm-3,No data,,3,V ugm-3,0.25,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,25,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3,0.2,V mgm-3,12,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,50,V ugm-3,1,V ugm-3,12,V ugm-3,14,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,62,V ugm-3,46,V ugm-3,141,V ugm-3,0.41,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,23,V ugm-3,5,V ugm-3,13,V ugm-3,20,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-29,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,36,V ugm-3,6,V ugm-3,21,V ugm-3,30,V ugm-3,No data,,9,V ugm-3,0.28,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,35,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,4,V ugm-3,0.19,V mgm-3,10,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,42,V ugm-3,1,V ugm-3,14,V ugm-3,16,V ugm-3,No data,,6,V ugm-3,No data,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,45,V ugm-3,33,V ugm-3,101,V ugm-3,0.18,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,No data,,30,V ugm-3,4,V ugm-3,9,V ugm-3,14,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-30,22,V ugm-3,25,V ugm-3,58,V ugm-3,35,V ugm-3,2,V ugm-3,13,V ugm-3,16,V ugm-3,No data,,1,V ugm-3,0.19,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,37,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3,0.17,V mgm-3,7,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,30,V ugm-3,4,V ugm-3,18,V ugm-3,23,V ugm-3,No data,,12,V ugm-3,No data,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,23,V ugm-3,19,V ugm-3,53,V ugm-3,0.14,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,V ugm-3,No data,,35,V ugm-3,3,V ugm-3,6,V ugm-3,10,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-31,9,V ugm-3,18,V ugm-3,32,V ugm-3,50,V ugm-3,1,V ugm-3,10,V ugm-3,11,V ugm-3,No data,,1,V ugm-3,0.18,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,44,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3,0.15,V mgm-3,6,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,40,V ugm-3,3,V ugm-3,18,V ugm-3,22,V ugm-3,No data,,16,V ugm-3,No data,V mgm-3,46,V ugm-3 (INDIC.GRAV),No data,,19,V ugm-3,17,V ugm-3,46,V ugm-3,0.14,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,V ugm-3,No data,,54,V ugm-3,2,V ugm-3,5,V ugm-3,8,V ugm-3,No data,,No data,,No data,,No data,,No data



End
